First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,DOB
Maiara,Amanajas dos Santos,,65,115,,Southpaw,7,3,0,11/07/1987
Chris,Amarante,,,185,,,2,0,0,
Jimmy,Ambriz,The Titan,74,315,,Southpaw,17,21,1,26/01/1970
JJ,Ambrose,,70,170,,Orthodox,28,7,0,
Alen,Amedovski,,70,185,74,Orthodox,8,2,0,06/04/1988
Makwan,Amirkhani,Mr. Finland,70,145,72,Southpaw,16,6,0,08/11/1988
Bertrand,Amoussou,,68,190,,Orthodox,1,1,0,
Karl,Amoussou,The Psycho,71,185,,Orthodox,27,7,2,21/11/1985
Eryk,Anders,Ya Boi,73,185,75,Southpaw,14,5,0,21/04/1987
Matt,Andersen,,74,230,,Southpaw,14,8,1,29/05/1971
Andy,Anderson,The Hammer,66,240,,,0,1,0,16/07/1974
Lowell,Anderson,,66,160,,Orthodox,0,1,0,
Corey,Anderson,Overtime,75,205,79,Orthodox,14,5,0,22/09/1989
Derek,Anderson,Barbaric,72,155,,,14,3,0,02/02/1990
Megan,Anderson,,72,145,72,Orthodox,11,5,0,11/02/1990
Alex,Andrade,El Toro,71,200,,Orthodox,10,5,0,14/05/1974
Jessica,Andrade,Bate Estaca,61,125,62,Orthodox,22,9,0,25/09/1991
Viscardi,Andrade,,71,170,75,Orthodox,19,6,0,08/03/1984
Jermaine,Andre,,67,200,,Orthodox,14,4,0,
Dylan,Andrews,The Villain,73,185,74,Switch,18,7,0,15/11/1979
Reese,Andy,Riptide,72,205,,Orthodox,7,3,0,31/03/1973
Julius,Anglickas,,75,205,,Orthodox,5,1,0,23/07/1991
Collin,Anglin,,69,145,71,Orthodox,8,2,0,20/02/1993
Chad,Anheliger,,66,135,64,Orthodox,11,5,0,01/12/1986
Yoji,Anjo,Mr. 200%,71,205,,Orthodox,0,5,1,28/03/1967
Magomed,Ankalaev,,75,205,75,Orthodox,15,1,0,02/06/1992
Gadzhimurad,Antigulov,,71,205,70,Orthodox,20,8,0,09/02/1987
Adam,Antolin,Captain Chaos,65,125,63,Orthodox,12,3,0,28/02/1982
Angelo,Antonio,,,205,,Orthodox,1,4,0,
Azunna,Anyanwu,Zulu,73,251,,Orthodox,14,5,0,05/08/1981
Shinsho,Anzai,Animal,67,170,70,Orthodox,10,3,0,01/12/1985
Shinya,Aoki,Tobikan Judan,71,154,,Southpaw,39,7,0,09/05/1983
,Aoriqileng,The Mongolian Murderer,67,125,69,Orthodox,18,7,0,25/06/1993
Josh,Appelt,,70,255,,Southpaw,15,7,0,19/06/1983
Erik,Apple,,72,170,,Orthodox,10,3,0,26/08/1977
Kenji,Arai,,70,145,,Southpaw,15,15,5,05/10/1979
Romie,Aram,,70,170,,Orthodox,7,1,0,02/12/1977
Felipe,Arantes,Sertanejo,68,135,73,Orthodox,18,10,1,09/02/1988
Igor,Araujo,,73,170,77,Orthodox,25,9,0,06/12/1980
Viviane,Araujo,Vivi,64,125,68,Orthodox,10,3,0,21/11/1986
Julio,Arce,,67,145,70,Southpaw,17,4,0,27/10/1989
Art,Arciniega,King Arthur,68,145,,,15,7,0,15/10/1981
Tristan,Arenal,,,155,,,7,4,0,
Hashem,Arkhagha,,74,185,75,Orthodox,6,1,0,11/09/1989
Andrei,Arlovski,The Pitbull,75,240,77,Orthodox,32,20,0,04/02/1979
Joey,Armstrong,,,,,,5,2,0,
Austin,Arnett,,72,145,72,Orthodox,16,6,0,22/10/1991
Ricardo,Arona,The Brazilian Tiger,71,205,,Orthodox,14,5,0,17/07/1978
Chalid,Arrab,Die Faust,71,205,,Orthodox,7,3,0,28/05/1975
Akbarh,Arreola,El Caballero,70,155,71,Southpaw,23,11,1,14/01/1983
Matt,Arroyo,No Regard,70,170,72,Orthodox,3,3,0,01/09/1982
Antonio,Arroyo,,75,185,73,Orthodox,9,5,0,01/07/1989
Gilles,Arsene,,69,190,,Southpaw,1,1,0,
Veta,Arteaga,,67,125,,,3,1,0,
Cesar,Arzamendia,Goku,71,155,,Orthodox,8,3,0,31/01/1991
Teddy,Ash,Bear,73,185,73,Switch,14,5,0,27/12/1989
Arman,Ashimov,Mustafa Ozturik,66,125,,,11,3,1,14/01/1992
Askar,Askar,AK-47,67,145,69,Orthodox,11,1,0,19/08/1994
Askar,Askarov,Bullet,66,125,67,Orthodox,13,0,1,09/10/1992
Cyril,Asker,Silverback,72,247,74,Orthodox,9,4,0,24/12/1985
Khusein,Askhabov,Lion,68,145,,,23,0,0,13/02/1995
Scott,Askham,,75,185,75,Southpaw,14,4,0,20/05/1988
Ben,Askren,Funky,71,170,73,Orthodox,19,2,0,18/07/1984
Ibo,Aslan,The Last Ottoman,75,205,,,8,0,0,23/04/1996
Tom,Aspinall,,77,256,78,Orthodox,11,2,0,11/04/1993
Bruno,Assis,Brunao,74,185,,Orthodox,8,4,0,23/05/1992
Junior,Assuncao,,69,145,72,Orthodox,16,6,0,24/06/1981
Raphael,Assuncao,,65,135,66,Orthodox,27,8,0,19/07/1982
Bazigit,Atajev,Volk,73,230,,Orthodox,17,1,0,
Rich,Attonito,The Raging Bull,70,170,72,Orthodox,10,5,0,16/06/1977
Olivier,Aubin-Mercier,The Canadian Gangster,69,155,70,Southpaw,11,5,0,23/02/1989
Pat,Audinwood,Awesomely Awesome,72,155,,Orthodox,11,2,1,16/04/1986
Jose,Augusto,Gugu,75,251,,,6,2,0,28/03/1992
Marcus,Aurelio,Maximus,70,155,74,Orthodox,22,10,0,18/08/1973
David,Avellan,,69,185,,Orthodox,2,1,0,
Blas,Avena,The Disciple,72,170,74,Orthodox,8,7,0,30/06/1983
Levi,Avera,,73,170,,,18,15,0,17/05/1982
Anthony,Avila,,67,145,,,13,5,0,29/12/1988
Chris,Avila,,70,145,,Orthodox,5,4,0,16/01/1993
Julia,Avila,Raging Panda,67,135,68,Orthodox,9,2,0,11/05/1988
Saad,Awad,Assassin,71,155,,,20,9,0,07/06/1983
Javy,Ayala,Eye Candy,73,265,,,10,5,0,20/08/1988
Jessin,Ayari,,72,155,73,Orthodox,16,6,0,31/05/1992
Abu,Azaitar,Captain Morocco,69,185,76,Orthodox,14,3,1,10/03/1986
Ottman,Azaitar,Bulldozer,68,155,71,Switch,13,0,0,20/02/1990
Luiz,Azeredo,,69,154,,Orthodox,15,10,0,10/06/1976
Luciano,Azevedo,,75,161,,Orthodox,17,9,1,25/06/1981
Hunter,Azure,,68,145,69,Orthodox,9,2,0,02/03/1992
Niklas,Backstrom,,73,145,,Orthodox,11,3,0,22/08/1989
Seth,Baczynski,The Polish Pistola,75,170,75,Orthodox,20,14,0,26/10/1981
Ryan,Bader,Darth,74,205,74,Orthodox,23,5,0,07/06/1983
Izabela,Badurek,,65,115,,Orthodox,6,3,0,11/07/1991
Miguel,Baeza,Caramel Thunder,74,170,74,Orthodox,10,1,0,23/08/1992
Ali,Bagautinov,Puncher,64,125,65,Orthodox,15,6,0,10/06/1985
Mehdi,Baghdad,The Sultan,73,155,,Orthodox,11,5,0,13/04/1985
Melsik,Baghdasaryan,The Gun,69,145,70,Southpaw,6,1,0,28/01/1992
Siyar,Bahadurzada,The Great,71,170,73,Orthodox,24,8,1,17/04/1984
Ignacio,Bahamondes,La Jaula,75,155,75,Orthodox,12,4,0,27/08/1997
Shamar,Bailey,,69,155,75,Southpaw,16,11,0,22/09/1982
Jordan,Bailey,,69,145,,,6,3,0,
Scott,Baker,,72,210,,,1,1,0,
Bryan,Baker,The Beast,75,185,,Orthodox,18,5,0,13/10/1985
Jin,Bala,,69,155,,,20,1,0,
Oluwale,Bamgbose,Holy War Angel,71,185,78,Switch,6,4,0,04/08/1987
Stephen,Banaszak,,72,145,,,5,5,0,07/12/1990
Marcin,Bandel,Bomba,70,155,,Orthodox,15,7,0,10/10/1989
Humberto,Bandenay,,71,145,71,Southpaw,14,7,0,04/09/1994
Tae Hyun,Bang,Supernatural,69,155,71,Switch,18,10,0,15/04/1983
Yohan,Banks,,,,,,2,1,0,
Antonio,Banuelos,,65,135,63,Orthodox,20,11,1,23/09/1979
Renan,Barao,The Baron,66,145,70,Orthodox,34,9,0,31/01/1987
Junior,Barata,,70,170,,Orthodox,9,3,1,25/01/1982
Maycee,Barber,The Future,65,125,65,Switch,9,2,0,18/05/1998
Bryan,Barberena,Bam Bam,72,170,72,Southpaw,15,8,0,03/05/1989
Edson,Barboza,Junior,71,145,75,Orthodox,22,10,0,21/01/1986
Raoni,Barcelos,,67,135,67,Orthodox,16,2,0,01/05/1987
Daniel,Barez,,66,125,66,Orthodox,12,5,0,10/12/1988
Luke,Barnatt,The Bigslow,78,185,77,Orthodox,13,4,0,13/04/1988
James,Barnes,Mooka,68,135,71,Orthodox,14,5,0,28/05/1982
Nick,Barnes,,71,170,,,11,2,0,
Shonte,Barnes,Shyne,71,185,76,Southpaw,6,2,1,09/02/1987
Josh,Barnett,The Warmaster,75,250,78,Orthodox,35,8,0,10/11/1977
Chris,Barnett,Beastboy,69,265,75,Orthodox,21,7,0,14/06/1986
Chris,Barnhizer,,,,,,2,3,0,
David,Baron,,66,155,,Switch,17,4,1,15/02/1973
Phil,Baroni,The New York Bad Ass,69,170,72,Orthodox,15,18,0,16/04/1976
Dan,Barrera,The Fireman,69,170,,Orthodox,3,1,0,23/12/1980
Carlos,Barreto,,76,230,,Orthodox,14,9,0,
Jose,Barreto,,,185,,Southpaw,0,1,0,
Peter,Barrett,Slippery,70,145,73,Southpaw,11,5,0,10/08/1986
Marc-Andre,Barriault,Powerbar,73,185,74,Orthodox,13,4,0,18/02/1990
David,Barrios,,66,145,,,4,8,0,
Alexandre,Barros,Baixinho,69,170,,Southpaw,22,11,0,19/11/1976
Ricardo,Barros,,73,205,,,2,2,0,22/03/1976
Francimar,Barroso,Bodao,73,205,75,Orthodox,19,7,0,28/02/1980
Pat,Barry,HD,71,235,74,Orthodox,8,7,0,07/07/1979
Dean,Barry,The Sniper,,155,,,3,1,0,07/03/1992
Enrique,Barzola,El Fuerte,67,145,70,Orthodox,17,5,2,28/04/1989
Javid,Basharat,The Snow Leopard,69,135,69,Orthodox,11,0,0,07/09/1995
Stephen,Bass,Bigfish,69,145,,Orthodox,11,2,0,14/11/1982
Sean,Bassett,,,155,,,0,4,0,
Ryan,Bastianelli,Relentless,65,135,,,6,7,0,
Shayna,Baszler,The Queen of Spades,67,135,,Orthodox,15,11,0,08/08/1980
Michel,Batista,,75,260,,Orthodox,4,1,0,20/04/1984
Bryan,Battle,Pooh Bear,73,185,77,Orthodox,7,1,0,21/09/1994
Alan,Baudot,The Black Samourai,75,243,79,Orthodox,8,3,0,01/02/1988
Mario,Bautista,,69,135,69,Switch,8,2,0,01/07/1993
Chris,Beal,Real Deal,67,125,69,Orthodox,10,5,0,06/08/1985
Rudy,Bears,,71,170,,Southpaw,16,15,0,
Salvador,Becerra,,69,155,,,5,2,0,
Ariel,Beck,,66,125,66,Southpaw,4,5,0,16/09/1990
Jeff,Bedard,Little Popeye,66,145,,Orthodox,13,3,0,06/02/1970
Eric,Bedard,Lucky Strikes,74,239,,,6,7,0,11/09/1984
Johnny,Bedford,Brutal,70,135,71,Orthodox,21,13,1,06/01/1983
Chase,Beebe,,67,135,67,Orthodox,24,13,1,29/03/1985
Lyle,Beerbohm,Fancy Pants,70,155,,Southpaw,24,3,0,05/02/1979
Mirsad,Bektic,,68,145,70,Orthodox,13,4,0,16/02/1991
Diana,Belbita,The Warrior Princess,67,125,68,Orthodox,14,6,0,26/06/1996
Alan,Belcher,The Talent,74,185,75,Orthodox,18,8,0,24/04/1984
Vitor,Belfort,The Phenom,72,185,74,Southpaw,26,14,0,01/04/1977
Danilo,Belluardo,Caterpillar,72,155,74,Southpaw,12,5,0,21/07/1994
Joey,Beltran,The Mexicutioner,73,185,75,Orthodox,17,14,0,08/12/1981
Marco,Beltran,Psycho,68,125,69,Orthodox,8,6,0,18/05/1986
Joseph,Benavidez,,64,125,65,Southpaw,28,8,0,31/07/1984
Mike,Bencic,Batman,72,215,,Orthodox,1,2,0,
Dave,Beneteau,Dangerous,74,250,,Orthodox,6,5,1,
Karla,Benitez,,63,113,,,14,11,1,
Gabriel,Benitez,Moggly,68,155,71,Southpaw,22,10,0,15/06/1988
Charles,Bennett,Krazy Horse,68,155,,Orthodox,30,33,2,23/11/1979
Josh,Bennett,,76,259,,Orthodox,11,14,0,
DeAnna,Bennett,The Argentine Assassin,64,125,68,Orthodox,8,3,1,18/11/1984
Lance,Benoist,,71,170,72,Southpaw,7,2,0,26/08/1988
Joe,Benoit,,69,170,,Orthodox,11,4,0,12/03/1982
Ryan,Benoit,Baby Face,65,125,68,Orthodox,10,8,0,25/08/1989
Pat,Benson,,69,155,,,3,5,3,
Len,Bentley,,69,155,,,10,6,0,30/11/1982
Steve,Berger,The Red Nosed Pitbull,71,170,,Orthodox,21,23,2,20/05/1973
Kenneth,Bergh,,74,205,74,Orthodox,8,0,0,26/06/1989
Bret,Bergmark,The Angry Hick,69,170,,,6,1,1,24/11/1973
Keith,Berish,Sha Bang Bang,72,205,,Orthodox,5,1,0,14/11/1985
Dennis,Bermudez,The Menace,66,155,66,Orthodox,17,9,0,13/12/1986
Manny,Bermudez,The Bermudez Triangle,70,145,71,Orthodox,14,2,0,16/07/1994
Talita,Bernardo,,64,135,68,Orthodox,6,4,0,04/03/1987
Dave,Berry,,,,,,0,1,0,
Keith,Berry,,73,185,,,15,14,1,25/10/1987
Dieusel,Berto,,69,200,,,0,3,0,
Edson,Berto,Little Tiger,66,155,,Orthodox,17,12,1,05/07/1983
Allen,Berube,Monstah Lobstah,68,155,,Orthodox,4,3,0,25/08/1974
Anton,Berzin,The Body Snatcher,74,205,,Orthodox,5,1,0,29/09/1989
Scott,Bessac,,76,245,,,4,6,0,
Matt,Bessette,The Mangler,70,145,70,Orthodox,22,9,0,28/12/1984
Khadzhi,Bestaev,Best,78,185,76,,10,4,0,16/07/1988
Fernando,Bettega,,,170,,,7,5,0,10/03/1980
Arjan,Bhullar,,73,245,75,Orthodox,9,1,0,13/05/1986
KB,Bhullar,The Bengal,76,185,78,Switch,8,2,0,12/10/1991
Bibulatov,Magomed,Chaborz,65,125,65,Orthodox,14,2,0,22/08/1988
David,Bielkheden,,70,155,71,Orthodox,24,12,0,06/06/1979
Jonas,Bilharinho,Shiva,71,145,,,8,1,1,22/05/1990
Jeremiah,Billington,,69,205,,Orthodox,11,2,0,14/11/1977
Scott,Bills,,70,170,,,7,9,1,
Anthony,Birchak,El Toro,68,135,69,Orthodox,16,8,0,16/05/1986
Chris,Birchler,The Big Buck,75,205,,Switch,7,4,0,05/06/1987
Michael,Bisping,The Count,73,185,75,Orthodox,30,9,0,28/02/1979
Amaury,Bitetti,,69,185,,Orthodox,5,2,0,
Caio,Bittencourt,Leao,72,185,75,Orthodox,14,7,0,22/05/1991
Simon,Biyong,,,205,,,7,1,0,05/04/1991
Jan,Blachowicz,,74,205,78,Orthodox,28,8,0,24/02/1983
Jason,Black,The Black Legion,68,155,,Orthodox,23,4,1,15/07/1972
Brad,Blackburn,Bad Brad,70,170,73,Orthodox,18,13,1,25/05/1977
Jason,Blackford,,,,,,3,3,0,
Tom,Blackledge,,,205,,Orthodox,10,7,0,
Sherrard,Blackledge,The Thriller,71,155,75,Orthodox,5,1,0,16/08/1993
Erin,Blanchfield,Cold Blooded,64,135,66,Orthodox,7,1,0,04/05/1999
Maximo,Blanco,Maxi,68,145,71,Orthodox,12,8,1,16/10/1983
David,Blanco,,67,145,,,2,0,0,
Curtis,Blaydes,Razor,76,265,80,Orthodox,15,3,0,18/02/1991
Arlene,Blencowe,Angerfist,65,145,,,9,6,0,11/04/1983
Byron,Bloodworth,,68,135,,Orthodox,6,3,0,16/08/1983
Dashawn,Boatwright,"Buck, the 400-pound Silverback",72,205,,Orthodox,3,1,0,29/02/1988
Dan,Bobish,,74,345,,Southpaw,17,9,0,26/01/1970
Mark,Bocek,,68,155,75,Orthodox,12,5,0,24/10/1981
Kyle,Bochniak,Killer B,67,145,70,Orthodox,8,5,0,05/02/1987
James,Bochnovic,,76,205,81,Orthodox,8,3,0,13/02/1989
Jeremy,Boczulak,,,,,,0,2,0,
Tim,Boetsch,The Barbarian,72,185,74,Orthodox,21,13,0,28/01/1981
Galore,Bofando,,71,170,72,Switch,5,3,0,22/05/1982
Jay,Bogan,,,145,,,6,6,0,
Roman,Bogatov,,68,155,73,Orthodox,10,1,0,15/12/1990
Derek,Bohi,Marshmallow,76,260,,,8,5,0,
Jerry,Bohlander,,71,199,,Orthodox,11,4,0,12/02/1974
Mandy,Bohm,Monster,67,125,71,Orthodox,7,1,0,30/07/1989
Kotetsu,Boku,,69,154,,Orthodox,25,11,2,27/05/1977
Kyle,Bolt,,74,185,,,8,4,0,
Denys,Bondar,Psycho,66,125,,Orthodox,12,1,0,27/06/1992
Luc,Bondole,,74,205,,,5,2,2,
Tony,Bonello,The Gun,74,185,,,16,3,1,
Jesse,Bongfeldt,Water,72,185,,Orthodox,16,5,1,28/08/1980
Marcos,Bonilla,Murder Marx,70,145,,,4,4,0,
Stephan,Bonnar,The American Psycho,76,205,79,Orthodox,15,9,0,04/04/1977
Rogerio,Bontorin,,65,125,67,Orthodox,17,3,0,25/04/1992
Ray,Borg,The Tazmexican Devil,64,135,63,Orthodox,13,5,0,04/08/1993
Igor,Borisov,,72,235,,Orthodox,1,1,0,
Calen,Born,,68,170,72,Switch,7,1,0,24/05/1988
Caio,Borralho,The Natural,70,205,75,Southpaw,10,1,0,16/01/1993
Viacheslav,Borshchev,Slava Claus,71,155,69,Orthodox,5,1,0,08/01/1992
Tanner,Boser,The Bulldozer,74,255,75,Orthodox,20,8,1,02/08/1991
Steve,Bosse,The Boss,71,205,72,Orthodox,12,2,0,29/07/1981
Marcus,Bossett,The Grasshopper,73,215,,Orthodox,1,3,0,
Chris,Bostick,,,,,,6,3,0,
Poliana,Botelho,,68,115,67,Orthodox,8,4,0,15/12/1988
Francois,Botha,White Buffalo,74,260,,Orthodox,0,1,0,28/09/1968
Gregory,Bouchelaghem,,74,183,,Switch,5,4,0,
Roy,Boughton,Black Dynamite,72,205,,,14,8,0,
Rich,Bouphanouvong,,67,170,,,1,4,0,
Mike,Bourke,The Rhino,72,275,,Orthodox,10,16,1,
Jess,Bouscal,,,155,,,3,2,0,
Tai,Bowden,,71,230,,,1,1,0,
Melton,Bowen,The Punisher,72,225,,Orthodox,0,1,0,16/07/1969
Kyron,Bowen,Bullseye,75,185,73,Orthodox,9,5,0,22/12/1993
Brian,Bowles,,67,135,70,Orthodox,10,3,0,22/06/1980
Roger,Bowling,Relentless,69,155,68,Orthodox,12,6,0,05/12/1982
Blake,Bowman,,74,170,,,2,6,0,
Ashe,Bowman,The Archer,69,155,,,9,11,0,17/11/1976
Colley,Bradford,,67,145,,,0,1,0,
Kyle,Bradley,,69,155,71,Orthodox,19,12,0,19/08/1982
Paul,Bradley,The Gentleman,69,170,,Orthodox,23,8,0,13/06/1983
Sean,Brady,,70,170,72,Orthodox,14,0,0,23/11/1992
Ebenezer Fontes,Braga,Pitbull,72,199,,Orthodox,13,7,2,14/04/1969
Ramiz,Brahimaj,,70,170,72,Orthodox,9,3,0,17/11/1992
Joe,Brammer,The South Side Strangler,68,155,,Orthodox,7,3,1,23/08/1983
David,Branch,,73,185,78,Orthodox,22,6,0,26/09/1981
Diego,Brandao,DB,67,145,64,Orthodox,22,11,0,27/05/1987
Michael,Bravo,,,155,,,7,4,0,
Martin,Bravo,El Toro,68,145,71,Southpaw,11,3,0,21/09/1993
Mike,Breeden,Money,70,155,70,Orthodox,10,4,0,21/04/1989
Tom,Breese,,75,185,73,Southpaw,12,3,0,26/09/1991
Chris,Brennan,The Westside Strangler,68,170,,Orthodox,21,13,1,12/10/1971
Charlie,Brenneman,The Spaniard,70,155,70,Orthodox,19,8,0,09/02/1981
Robert,Breslin,The Bullet,71,155,,,3,9,0,
Mack,Brewer,,,205,,,0,1,0,
Marcos,Brigagao,Ironside,75,205,76,Southpaw,11,1,0,01/04/1996
Jason,Brilz,Hitman,71,205,71,Orthodox,22,6,1,07/07/1975
Marcus,Brimage,The Bama Beast,64,135,71,Southpaw,7,7,0,06/04/1985
Aaron,Brink,,75,205,,Orthodox,26,26,0,12/11/1974
Henry,Briones,Bure,68,135,69,Orthodox,16,8,1,22/10/1980
Marcelo,Brito,Jungle Boy,73,170,,Orthodox,13,8,0,27/11/1977
Joanderson,Brito,Tubarao,68,145,72,Orthodox,12,2,1,11/02/1995
Antwain,Britt,The Juggernaut,73,205,77,,11,6,0,09/05/1978
Drew,Brokenshire,,,,,,16,6,0,
Mike,Bronzoulis,The Greek,72,155,,,18,9,1,05/01/1979
Jonathan,Brookins,,72,145,74,Southpaw,16,10,0,13/08/1985
Will,Brooks,Ill,70,155,72,Orthodox,18,4,0,08/10/1986
Jarred,Brooks,The Monkey God,63,125,62,Switch,13,2,0,02/05/1993
Rob,Broughton,The Bear,74,265,74,Orthodox,16,7,1,03/03/1983
Lee,Brousseau,Manimal,73,205,,,5,3,0,04/10/1974
